0.126632421,0.126632421,0.126632421
-0.001431413,-0.001431413,0.501431413
0.126632421,0.126632421,0.620102737
-0.001431413,0.501431413,-0.001431413
0.126632421,0.620102737,0.126632421
-0.001431413,0.501431413,0.501431413
0.126245827,0.624584724,0.624584724
0.501431413,-0.001431413,-0.001431413
0.620102737,0.126632421,0.126632421
0.501431413,-0.001431413,0.501431413
0.624584724,0.126245827,0.624584724
0.501431413,0.501431413,-0.001431413
0.624584724,0.624584724,0.126245827
0.500000000,0.500000000,0.500000000
0.624584724,0.624584724,0.624584724
